Image,F1,Jaccard,Recall,Precision
3029.png,0.640102827763496,0.4706994328922495,0.4877571008814887,0.930841121495327
1539.png,0.9673808145145725,0.9368224299065421,0.9675675675675676,0.967194133539174
3001.png,0.7142417717625347,0.5555023923444976,0.5571017274472169,0.9948586118251928
2503.png,0.8147286821705426,0.6873773708306082,0.7385804638088546,0.9083837510803803
2403.png,0.8071895424836601,0.6767123287671233,0.7340267459138187,0.896551724137931
2429.png,0.7470326409495549,0.596210775606868,0.596210775606868,1.0
1795.png,0.7717948717948717,0.6283924843423799,0.6459227467811158,0.9585987261146497
2182.png,0.7919129082426128,0.6555097837281153,0.8791436464088398,0.7204301075268817
1542.png,0.9180974935859482,0.848595403137541,0.890846418996553,0.9470684039087948
1520.png,0.7969052224371374,0.662379421221865,0.8207171314741036,0.7744360902255639
246.png,0.8179487179487179,0.6919739696312365,0.9637462235649547,0.7104677060133631
250.png,0.9204025617566332,0.8525423728813559,0.8934280639431617,0.9490566037735849
607.png,0.005649717514124295,0.0028328611898017,0.0028328611898017,1.0
2110.png,0.0,0.0,0.0,0.0
2665.png,0.8834065562690099,0.7911622276029056,0.8367477592829705,0.9355762347888332
1959.png,0.4958448753462604,0.3296500920810313,0.8605769230769231,0.34824902723735407
364.png,0.9607410674900749,0.9244482173174873,0.9268085106382978,0.9972527472527473
2737.png,0.0,0.0,0.0,0.0
